Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Design of an external gravity compensator for a tendon-based serial mechanism,Design of an external gravity compensator for a tendon-based serial mechanism,,659,516.554729,4,0.674783,0.775344,0.000834,3
Effect of intercritical annealing on microstructure and mechanical properties of Fe-9Mn-0.2C-3Al-0.5Si medium manganese steels containing Cu and Ni,Effect of intercritical annealing on microstructure and mechanical properties of Fe-9Mn-0.2C-3Al-0.5Si medium manganese steels containing Cu and Ni,,715,567.346785,4,0.702899,0.801188,0.002161,1
Effects of Textile Weaving and Finishing Processes on Textile-Based Wearable Patch Antennas,Effects of Textile Weaving and Finishing Processes on Textile-Based Wearable Patch Antennas,,527,404.935639,4,0.618163,0.714991,0.001278,3
Influence of the source of intention to move on readiness potential of brain waves,Influence of the source of intention to move on readiness potential of brain waves,,756,605.462138,4,0.724331,0.820017,0.002958,1
Staircase echo-channel acoustofluidic device for cell position control,Staircase echo-channel acoustofluidic device for cell position control,,627,489.75408,4,0.664763,0.762385,0.004695,3
Modeling and simulation of collision-causing derailment to design the derailment containment provision using a simplified vehicle model,Modeling and simulation of collision-causing derailment to design the derailment containment provision using a simplified vehicle model,,535,411.17573,4,0.61882,0.717569,0.000542,3
Influence of patriarchal sex-role attitudes on perpetration of dating violence,Influence of patriarchal sex-role attitudes on perpetration of dating violence,,314,233.432212,5,0.540641,0.61575,0.000012,3
Tabulated solutions of stress intensity factor and elastic crack opening displacement for elbow joints with practical through-wall cracks,Tabulated solutions of stress intensity factor and elastic crack opening displacement for elbow joints with practical through-wall cracks,,690,544.650695,4,0.687131,0.78866,0.001304,3
Collective viscosity model for shear thinning polymeric materials,Collective viscosity model for shear thinning polymeric materials,,602,469.604356,4,0.649916,0.74957,0.001153,3
Analysis of interactions between cinnamycin and biomimetic membranes,Analysis of interactions between cinnamycin and biomimetic membranes,,15,11.318889,5,0.436445,0.457775,0.000042,0
Performance evaluation of laser shock micro-patterning process on aluminum surface with various process parameters and loading schemes,Performance evaluation of laser shock micro-patterning process on aluminum surface with various process parameters and loading schemes,,793,641.703764,4,0.739517,0.835338,0.004078,1
Enhancement of motion feedback latency for wireless virtual reality in IEEE 802.11 WLANs,Enhancement of motion feedback latency for wireless virtual reality in IEEE 802.11 WLANs,,789,638.303518,4,0.739987,0.834264,0.003565,1
"Analysis of Torque Ripple and its Peak Value, if any Phase Current Shift error, for BLDC Motor Drive","Analysis of Torque Ripple and its Peak Value, if any Phase Current Shift error, for BLDC Motor Drive",,693,548.963667,4,0.692033,0.791237,0.001421,3
Renewable energy generation assessment in terms of small-signal stability,Renewable energy generation assessment in terms of small-signal stability,,754,603.757949,4,0.721637,0.818514,0.003747,1
Case study: Effectiveness of a sketch learning model for engineering students,Case study: Effectiveness of a sketch learning model for engineering students,,557,428.880035,4,0.629189,0.728308,0.000632,3
Inertial focusing in a parallelogram profiled microchannel over a range of aspect ratios,Inertial focusing in a parallelogram profiled microchannel over a range of aspect ratios,,612,475.644569,4,0.653565,0.753866,0.000645,3
Synthesis of MgAC-Fe3O4/TiO2 hybrid nanocomposites via sol-gel chemistry for water treatment by photo-Fenton and photocatalytic reactions,Synthesis of MgAC-Fe3O4/TiO2 hybrid nanocomposites via sol-gel chemistry for water treatment by photo-Fenton and photocatalytic reactions,,794,643.116441,4,0.742347,0.836412,0.004674,1
Internal fork-shaped wideband monopole antenna with a parasitic sleeve for ultra-high-definition television applications,Internal fork-shaped wideband monopole antenna with a parasitic sleeve for ultra-high-definition television applications,,646,505.609704,4,0.667814,0.769044,0.002639,3
Pneumatic actuator and flexible piezoelectric sensor for soft virtual reality glove system,Pneumatic actuator and flexible piezoelectric sensor for soft virtual reality glove system,,537,410.976775,4,0.6208,0.719072,0.000347,3
Analysis of Bootstrap Circuit Operation with an Inverted PWM Drive Scheme for a Three-Phase Inverter for a Brushless DC Motor Drive,Analysis of Bootstrap Circuit Operation with an Inverted PWM Drive Scheme for a Three-Phase Inverter for a Brushless DC Motor Drive,,743,595.225546,4,0.713673,0.812858,0.003807,1
Analysis of the Three-Phase Inverter Power Efficiency of a BLDC Motor Drive Using Conventional Six-Step and Inverted Pulsewidth Modulation Driving Schemes,Analysis of the Three-Phase Inverter Power Efficiency of a BLDC Motor Drive Using Conventional Six-Step and Inverted Pulsewidth Modulation Driving Schemes,,810,659.082762,4,0.752911,0.844144,0.00564,1
Design and analysis of an effective graphics collaborative editing system,Design and analysis of an effective graphics collaborative editing system,,559,430.955909,4,0.632609,0.730241,0.002243,3
An adaptive material point method coupled with a phase-field fracture model for brittle materials,An adaptive material point method coupled with a phase-field fracture model for brittle materials,,657,514.522763,4,0.674392,0.774628,0.002458,3
Plasma-Doped Si Nanosheets for Transistor and p-n Junction Application,Plasma-Doped Si Nanosheets for Transistor and p-n Junction Application,,817,667.715173,4,0.754864,0.846721,0.005073,1
What enables a high-risk project to yield high return from a construction contractor's perspective?,What enables a high-risk project to yield high return from a construction contractor's perspective?,,638,497.904892,4,0.665523,0.765893,0.000691,3
Development of a decision support model for determining the target multi-family housing complex for green remodeling using data mining techniques,Development of a decision support model for determining the target multi-family housing complex for green remodeling using data mining techniques,,768,620.97769,4,0.728411,0.824742,0.002865,1
Iron-vanadium redox flow batteries with polybenzimidazole membranes: High coulomb efficiency and low capacity loss,Iron-vanadium redox flow batteries with polybenzimidazole membranes: High coulomb efficiency and low capacity loss,,557,431.037181,4,0.628849,0.728164,0.000384,3
Pricing European continuous-installment strangle options,Pricing European continuous-installment strangle options,,468,353.636715,4,0.596311,0.688216,0.000125,3
Coordinated power flow control of DC microgrid consisting of distributed generations and energy storage system,Coordinated power flow control of DC microgrid consisting of distributed generations and energy storage system,,759,610.777173,4,0.722981,0.820447,0.002863,1
Pairs of eta-quotients with dual weights and their applications,Pairs of eta-quotients with dual weights and their applications,,781,629.667285,4,0.734848,0.83047,0.003487,1
Selective chemosensor capable of sensing both CN− and Zn2+: Its application to zebrafish,Selective chemosensor capable of sensing both CN− and Zn2+: Its application to zebrafish,,529,404.714097,4,0.619149,0.715994,0.00084,3
Structural insights into the combinatorial effects of antimicrobial peptides reveal a role of aromatic-aromatic interactions in antibacterial synergism,Structural insights into the combinatorial effects of antimicrobial peptides reveal a role of aromatic-aromatic interactions in antibacterial synergism,,35,25.859792,5,0.45239,0.47646,0.000487,0
Global Proteomic Analysis of Lysine Succinylation in Zebrafish (Danio rerio),Global Proteomic Analysis of Lysine Succinylation in Zebrafish (Danio rerio),,701,557.389596,4,0.698679,0.795747,0.001904,1
Optimization of MOF-235 synthesis by analysis of statistical design of experiment,Optimization of MOF-235 synthesis by analysis of statistical design of experiment,,793,642.456155,4,0.741401,0.835839,0.005976,1
Robust adaptive heading control for a ray-type hybrid underwater glider with propellers,Robust adaptive heading control for a ray-type hybrid underwater glider with propellers,,798,648.236502,4,0.743295,0.837915,0.004194,1
Resource utilization scheme of idle virtual machines for multiple large-scale jobs based on OpenStack,Resource utilization scheme of idle virtual machines for multiple large-scale jobs based on OpenStack,,782,631.777487,4,0.735313,0.830899,0.003213,1
Optimal stream gauge network design using entropy theory and importance of stream gauge stations,Optimal stream gauge network design using entropy theory and importance of stream gauge stations,,639,499.638858,4,0.664763,0.765893,0.001094,3
Antithrombotic Effect of Artemisia princeps Pampanini Extracts in Vitro and in FeCl3-Induced Thrombosis Rats,Antithrombotic Effect of Artemisia princeps Pampanini Extracts in Vitro and in FeCl3-Induced Thrombosis Rats,,630,491.004946,4,0.660238,0.761598,0.001536,3
Effect of Earthquake Motion on The Permanent Displacement of Embankment Slopes,Effect of Earthquake Motion on The Permanent Displacement of Embankment Slopes,,712,565.644857,4,0.701627,0.799971,0.001474,1
Proposal of 28 GHz In Vitro Exposure System Based on Field Uniformity for Three-Dimensional Cell Culture Experiments,Proposal of 28 GHz In Vitro Exposure System Based on Field Uniformity for Three-Dimensional Cell Culture Experiments,,709,561.5612,4,0.697424,0.79768,0.001465,1
Naphthol-naphthalimide based ‘turn-on’ fluorescent sensor for ClO− in aqueous media and test kit,Naphthol-naphthalimide based ‘turn-on’ fluorescent sensor for ClO− in aqueous media and test kit,,718,570.181342,4,0.69994,0.801188,0.002664,1
HITEP-RCC-MRx Program for the Support of Elevated Temperature Design Evaluation and Defect Assessment,HITEP-RCC-MRx Program for the Support of Elevated Temperature Design Evaluation and Defect Assessment,,611,475.626651,4,0.651736,0.752935,0.001531,3
BlockSecIoTNet: Blockchain-based decentralized security architecture for IoT network,BlockSecIoTNet: Blockchain-based decentralized security architecture for IoT network,,271,200.284924,5,0.524324,0.593986,0.000349,1
