,Title,modularity_class
1330,"Smart city research trend analysis: Text mining, topic analysis, network analysis",34
1331,Theme and topics of smart city policy research in Korea,34
1332,Assessment of Seismic Performance of Three-Story Masonry Stone Pagoda by Dynamic Centrifuge Test and Simulation Analysis,13
1333,Effects of socio-economic factors on governmental tax expenditures for private pensions in selected OECD countries,5
1334,"Comparison of tilting, jumping, and accelerated mouse as new mouse interactions for wide display",34
1335,A study on local residents' perception in communication process for LNG terminal risks,5
1336,Relationship between financial income tax reform and implicit tax: Case of South Korean bond market,5
1337,Effect of bismuth sulfate coated on acidified CNT on performance of vanadium redox flow battery,9
1338,Evaluation of effective elastic modulus of optical fiber by using FBG sensor,16
1339,Lane detection using a fusion of two different CNN architectures,16
1340,Object detection by combining two different CNN algorithms and robotic grasping control,16
1341,Detection of QR code based on mask R-CNN using synthetic image under perspective transform,16
1342,Edge detection based-on U-net using edge classification CNN,16
1343,A computer simulation of the fuel injection characteristics of a GDI injector according to the injector driving pattern,2
1344,Comparative investigation of interfacial characteristics between HfO2/Al2O3 and Al2O3/HfO2 dielectrics on AlN/p-Ge structure,21
1345,"Characterization and Validation of an ""acute Aerobic Exercise Load"" as a Tool to Assess Antioxidative and Anti-inflammatory Nutrition in Healthy Subjects Using a Statistically Integrated Approach in a Comprehensive Clinical Trial",22
1346,Surface settlement prediction under non-open cut method with multi-pressed steel pipes in sand,13
1347,A study on the effect analysis of rail grinding in highspeed railway considering dynamic wheel-rail force,2
1348,Simplified vehicle modeling technique for design of derailment containment provisions (DCP),2
1349,Performance evaluation of enzymatic biofuel cells using a new cathodic catalyst containing hemin and poly acrylic acid promoting the oxygen reduction reaction,9
1350,Study on efficiency improvement through absolute alignment maintenance of curved section,2
1351,A study on improvement of evaluation indicators of Korean urban railway operators,5
1352,Effect of sleeper-girder fastener on stiffness of open-deck steel bridge using finite element analysis,2
1353,Antioxidant contents and activities of twelve varieties of vegetable sprouts,22
1354,Optimization of vehicle speed in urban road using dynamic programming,2
1355,Development of a portable fluorescent detection device for microalgae,16
1356,Crack width of reinforced concrete slab in the steel and concrete composite girders at negative moment region,13
1357,Effect of process variables on friction stirred microstructure and surface hardness of AZ31 magnesium alloy,8
1358,Thermal degradation behavior of Ag nanowire-coated transparent conductive film for flexible display applications,8
1359,Effect of process control agent on the microstructure of Ni-based ODS superalloy produced by mechanical alloying and sintering,9
1360,Improving storage performance of high-performance computing systems by using the non-volatile buffer cache,15
1361,2018 Korean society for the study of obesity guideline for the management of obesity in Korea,16
1362,Study on maximum capacity estimation in unidirectional line of railway double tracks,2
1363,Two-step plasma treatment on sputtered and electroplated Cu surfaces for Cu-To-Cu bonding application,21
1364,Analysis and modeling of process variables in surface hardening process of Ti-6Al-4V using laser,8
1365,Realization of Eu-doped p-SnO2 thin film by spray pyrolysis deposition,9
1366,A study of an online logo design making platform,15
1367,Development of the Hemispherical Rotational Modulation Collimator Imaging System,16
1368,A study on the skip shift control strategy according to driving resistance of heavy-duty vehicle equipped with multi-speed transmission,2
1369,Crystallinity control effects on vanadium oxide films for enhanced electrochromic performances [전기변색 성능 향상을 위한 바나듐산화물 막의 결정성 제어 효과],9
1370,"Microstructure and mechanical properties of 600 MPa-grade seismic resistant reinforced steel bars fabricated by a pilot plant [Pilot Plant를 이용한 600 MPa급 내진용 철근들의 제조, 미세조직과 기계적 특성 비교]",13
1371,An empirical study on tacit knowledge sharing based on social network analysis,5
1372,Transmission lines rights-of-way mapping using a low-cost drone photogrammetry,22
1373,Conjugate point extraction for high-resolution stereo satellite images orientation,16
1374,Evaluation of the extrinsic calibration of a camera and LiDAR using dummy camera without IR-cut filter,16
1375,Development of high-resolution daily gridded temperature datasets for the central north region of Egypt,17
1376,Indoor distribution characteristics of airborne bacteria in pig buildings as influenced by season and housing type,22
1377,Voltammetric detection of tetrodotoxin real-time in vivo of mouse organs using DNA-immobilized carbon nanotube sensors,34
1378,Wide and dual-band MIMO antenna with omnidirectional and directional radiation patterns for indoor access points,29
1379,Application of flexible PAUT probe for weld inspection of piping elbows,13
1380,ROI-Based LiDAR Sampling Algorithm in on-Road Environment for Autonomous Driving,16
1381,Adaptive Self-Deferral for Carrier Aggregation of LTE-LAA with RF Power Leakage in Unlicensed Spectrum,4
1382,Adaptive fail-safe yaw moment control for integrated chassis control using least mean square,2
1383,Design of feedforward controller for active roll stabilization,2
1384,Walking pattern generation algorithm with waist motion for improving energy efficiency of quadruped robot,16
1385,Power flow control strategy and reliable DC-link voltage restoration for DC microgrid under grid fault conditions,2
1386,Creating sustainable and climate shared value in public institution: Lessons from a case of Korea Army Cadet Military School,5
1387,A novel benzimidazole-based fluorescence probe for detecting zinc ion in aqueous solution and zebrafish,16
1388,The measurement method using hydrogen peroxide for quantification of phosphate ion poisoning of pt based catalyst,21
1389,Finding the simple rule for diagnosing the operation fault of freezer,2
1390,Evaluating the feasibility of ohmic cooking for home meal replacement curry: Analysis of energy efficacy and textural qualities,4
1391,The influence of information acceptance on information use performance in the case of vulnerable classes,5
1392,Multiloop current control for an inductive–capacitive–inductive-filtered grid-connected inverter with frequency-adaptive capability under distorted grid environment,2
1393,High-speed visual target identification for low-cost wearable brain-computer interfaces,4
1394,A unified framework for behaviour monitoring and abnormality detection for smart home,15
1395,Will South Korean residential consumers accept the renewable heat incentive scheme? A stated preference approach,5
1396,Dispersion stability and mechanical properties of ZrO2/high-temp composite resins by nano- and micro-particle ratio for stereolithography 3D printing [나노 및 마이크로 입자 비율에 따른 광조형 3D 프린팅용 ZrO2/High-temp 복합 수지의 분산 안정성 및 기계적 특성],8
1397,Characteristics of die-attach method by sinter bonding using Ag-40Cu mechanically alloyed particles,21
1398,Novel MIMO Detection with Improved Complexity for Near-ML Detection in MIMO-OFDM Systems,4
1399,Feature Extraction from Oriental Painting for Wellness Contents Recommendation Services,4
1400,"A visible chemosensor based on carbohydrazide for Fe(ii), Co(ii) and Cu(ii) in aqueous solution",16
1401,A hydrazono-quinoline-based chemosensor sensing In3+ and Zn2+: Via fluorescence turn-on and ClO- via color change in aqueous solution,17
1402,"Effect of C, Mn and Al additions on tensile and charpy impact properties of austenitic high-manganese steels for cryogenic applications [극저온용 오스테나이트계 고망간강의 인장 및 충격 특성에 미치는 C, Mn, Al 첨가의 영향]",13
1403,Korean sign language recognition based on image and convolution neural network,4
1404,Mesoporous control effect of porous carbon nanofibers for electrical double-layer capacitors [전기 이중층 커패시터를 위한 다공성 탄소나노섬유의 메조 기공 제어 효과],9
1405,Diameter-controllable synthesis and enhanced photocatalytic activity of electrospun ZnO nanofibers [전기방사를 이용하여 제조된 산화아연 나노섬유의 직경제어 및 광촉매 특성],9
1406,Characterization of sheared edges in warm blanking of magnesium alloy AZ31B,8
1407,An energy-based unified approach to predict the low-cycle fatigue life of type 316L stainless steel under various temperatures and strain-rates,13
1408,What do potential residents really want when hosting a nuclear power plant? An empirical study of economic incentives in South Korea,5
1409,Economies of scale in the South Korean natural gas industry,5
1410,"IoT and smart city technology: Challenges, opportunities, and solutions",15
1411,"Advanced big data analysis, artificial intelligence & communication systems",15
1412,A cost-effective method to prepare size-controlled nanoscale zero-valent iron for nitrate reduction,9
1413,Radio Inference Analysis for WPT Embedded Digital Living Things in Coexistence with NFC Devices in Smart Home Microgrid Facility,15
1414,Observer-based active roll preview control with V2V communication,15
1415,Saccharification and alcohol fermentation characteristics of a mixture of tapioca and hulled barley,22
1416,Estimation of improved accessibility benefit for new railway station,2
1417,Case studies for non-detection of islanding by grid-connected in-parallel photovoltaic and electrical energy storage systems inverters,2
1418,Evaluating performance degradation due to block size increase in 3D NAND-based SSDs,15
1419,Simple black holes with anisotropic fluid,26
1420,Willingness to pay price premium for smartphones produced using renewable energy,5
1421,Effect of RE3+ on structural evolution of rare-earth carbonates synthesized by facile hydrothermal treatment,9
1422,Analyzing online car reviews using text mining,15
1423,Additive effects of performance- and commitment-oriented human resource management systems on organizational outcomes,5
1424,Simulation for blockage sensitivity evaluation of millimeter wave cellular in urban scenarios,29
1425,Does combined heat and power mitigate CO 2 emissions? A cross-country analysis,5
1426,Color manipulation of silica aerogel by copper incorporation during sol-gel process,9
1427,A study on embedded heating structure for plastic-metal hybrid molding,8
1428,Effects of mold heat transfer coefficient on numerical simulation of injection molding,8
1429,"Domain wall motions in a near-morphotropic Pb(Zr,Ti)O 3 under mechanical stress observed by in situ piezoresponse force microscopy",8
1430,DNA steganalysis using deep recurrent neural networks,4
1431,Development and application of a hybrid prestressed segmental concrete girder utilizing low carbon materials,13
1432,A dual-response sensor based on NBD for the highly selective determination of sulfide in living cells and zebrafish,34
1433,Anti-Aging activity of lavandula angustifolia extract fermented with pediococcus pentosaceus DK1 isolated from diospyros kaki fruit in UVB-irradiated human skin fibroblasts and analysis of principal components,22
1434,Application of imidazole-based antistatic coating on optical lens,16
1435,Influence of responsibility accident experience of rollingstock inspectors on stress and WLB: Moderating effect of self-efficacy,5
1436,Prediction model of surface deflection of rectangular drawing products using finite element analysis and machine learning,4
1437,Impact energy absorption capability analysis of locally softened high-strength steel bumper beams using induction heat treatment,5
1438,A 1-D tightly coupled dipole array for broadband mmwave communication,29
1439,Implanting of safety culture in display manufacturing company in Korea through employee's safety perception survey: Case study focusing on behavior-based safety,13
1440,Fluid black holes with electric field,26
1441,Interaction effects of religiosity level on the relationship between religion and willingness to donate organs,22
1442,A multiple target chemosensor for the sequential fluorescence detection of Zn2+ and S2− and the colorimetric detection of Fe3+/2+ in aqueous media and living cells,16
1443,Synergistic effects of sanghuang–danshen bioactives on arterial stiffness in a randomized clinical trial of healthy smokers: An integrative approach to in silico network analysis,22
1444,Integrated chassis control for yaw moment compensation under lateral tire force saturation on front wheels [전륜 횡력 포화 시 요모멘트 보상을 위한 통합 섀시 제어],2
1445,Extrinsic calibration of RGB-D sensor and a robot using color chessboard,16
1446,"Multivitamin and mineral supplementation containing phytonutrients scavenges reactive oxygen species in healthy subjects: A randomized, double-blinded, placebo-controlled trial",22
1447,Adhesive strengths between glass fiber-filled ABS and metal in insert molding with engraved and embossed metal surface treatments,8
1448,Selective Timewarp Based on Embedded Motion Vectors for Interactive Cloud Virtual Reality,4
1449,Nanopatterning on the cylindrical surface using an E-beam pre-mapping algorithm,8
1450,Enhanced message-passing based leach protocol for wireless sensor networks,15
1451,Cordyceps militaris grown on germinated soybean suppresses KRAS-driven colorectal cancer by inhibiting the RAS/ERK pathway,22
1452,Behaviour of adjacent ground and existing tunnel according to locations of pile loading,29
1453,A fog computing-based automotive data overload protection system with real-time analysis,15
1454,pH-triggered intracellular release of doxorubicin from polyaspartamide-encapsulated mesoporous silica nanoparticles,26
1455,Exploring touch feedback display of virtual keyboards for reduced eye movements,34
1456,A compact wireless power transfer system at 915 MHz with supercapacitor for optogenetics applications,29
1457,Development and validation of deep learning-based automatic detection algorithm for malignant pulmonary nodules on chest radiographs,16
1458,Trigonometric comparison measure: A feature selection method for text categorization,4
1459,Improved interfacial properties of thermal atomic layer deposited AlN on GaN,21
1460,Microwave-assisted hydrothermal synthesis of mesoporous carbonated hydroxyapatite with tunable nanoscale characteristics for biomedical applications,9
1461,A high-throughput hardware accelerator for lossless compression of a DDR4 Command Trace,15
1462,Thickness-dependent thermal conductivity of ultrathin (< 100 nm) barium titanate films,9
1463,Selection of gridded precipitation data for Iraq using compromise programming,4
1464,Resistance of interfacial debonding failure of GFRP bars embedded in concrete reinforced with structural fibers under cycling loads,13
1465,Surface functionalization of nitrogen-doped carbon derived from protein as anode material for lithium storage,9
1466,Direct Alcohol-Fueled Low-Temperature Solid Oxide Fuel Cells: A Review,9
1467,Pricing of vulnerable options with early counterparty credit risk,5
1468,Location estimation technique in bluetooth beacon based indoor positioning systems,4
1469,Tangible social content service system: making digital technology easier to use by elderly and its usability evaluation,15
1470,A highly-integrated low-noise MICS band receiver RF front-end IC with AC-Coupled current mirror amplifier,29
